Firm_ID,Year,Industry_Type,E_Score,S_Score,G_Score,Board_Independence,financial_risk_score
MFG0283,2020,Automobile,78.78,71.92,69.59,77.91,0
MFG0114,2019,Automobile,86.84,72.36,70.97,80.84,0
MFG0363,2019,Pharmaceuticals,49.3,72.16,48.9,88.76,66
MFG0040,2021,Electronics,82.31,56.4,62.72,83.79,33
MFG0486,2022,Automobile,69.77,69.82,60.32,63.87,0
MFG0417,2019,Heavy Machinery,86.47,70.13,59.16,75.83,33
MFG0220,2021,Pharmaceuticals,71.22,57.88,59.32,84.74,66
MFG0129,2023,Heavy Machinery,75.78,75.97,54.65,71.0,33
MFG0008,2021,Electronics,75.96,49.66,77.4,77.31,33
MFG0101,2021,Heavy Machinery,79.86,90.68,60.3,56.89,0
MFG0416,2021,Automobile,76.92,67.66,63.84,82.64,0
MFG0380,2020,Automobile,62.11,60.3,62.5,80.3,0
MFG0176,2021,Textile,69.11,73.56,60.61,85.56,0
MFG0107,2021,Pharmaceuticals,71.93,73.64,68.34,78.41,0
MFG0101,2020,Electronics,85.53,86.42,62.5,85.08,0
MFG0260,2020,Pharmaceuticals,77.33,84.04,69.84,56.49,0
MFG0478,2023,Heavy Machinery,64.77,56.03,77.56,82.55,33
MFG0454,2022,Electronics,61.88,65.57,56.2,88.12,33
MFG0366,2019,Electronics,79.2,59.81,67.58,82.62,33
MFG0246,2019,Automobile,66.78,74.68,67.35,74.61,0
MFG0275,2021,Heavy Machinery,80.29,80.74,55.6,87.06,33
MFG0032,2023,Automobile,71.39,56.15,70.17,53.78,33
MFG0137,2021,Automobile,88.06,67.43,62.9,50.67,0
MFG0012,2019,Textile,63.89,62.31,77.63,88.61,0
MFG0395,2020,Automobile,87.83,75.6,72.99,77.32,0
MFG0302,2022,Pharmaceuticals,82.82,71.69,65.0,54.57,0
MFG0375,2023,Electronics,67.16,78.58,63.27,63.6,0
MFG0016,2020,Automobile,62.34,64.21,78.86,79.95,0
MFG0129,2022,Pharmaceuticals,93.2,66.95,60.37,80.02,0
MFG0063,2023,Heavy Machinery,62.07,71.55,67.12,56.8,0
MFG0109,2023,Electronics,75.37,65.56,64.48,68.81,0
MFG0375,2019,Heavy Machinery,75.8,70.69,74.56,82.29,0
MFG0021,2020,Pharmaceuticals,72.11,79.43,75.17,88.67,0
MFG0158,2023,Heavy Machinery,80.59,87.2,69.34,74.9,0
MFG0269,2023,Heavy Machinery,61.76,63.61,60.78,75.53,0
MFG0162,2022,Heavy Machinery,93.26,87.33,63.75,68.77,0
MFG0260,2019,Automobile,62.93,63.48,55.16,71.56,33
MFG0412,2021,Automobile,70.42,75.82,66.99,53.96,0
MFG0102,2019,Automobile,56.18,63.55,58.55,63.98,66
MFG0223,2021,Electronics,83.51,58.73,82.91,70.29,33
MFG0059,2020,Pharmaceuticals,92.77,79.0,60.62,61.0,0
MFG0247,2020,Automobile,94.09,67.56,73.21,64.39,0
MFG0128,2023,Heavy Machinery,84.48,79.56,77.23,88.85,0
MFG0283,2020,Heavy Machinery,67.92,74.77,71.63,50.21,0
MFG0325,2023,Heavy Machinery,72.02,71.7,60.95,62.11,0
MFG0025,2019,Heavy Machinery,68.45,72.96,60.38,73.36,0
MFG0131,2020,Textile,58.66,77.8,88.55,61.16,33
MFG0353,2019,Electronics,68.75,76.34,80.79,77.06,0
MFG0196,2019,Pharmaceuticals,82.0,64.36,67.43,61.97,0
MFG0281,2020,Pharmaceuticals,62.46,71.81,62.29,75.53,0
MFG0404,2019,Automobile,46.91,81.51,58.04,83.99,66
MFG0418,2020,Textile,58.22,68.41,60.04,76.35,33
MFG0154,2020,Pharmaceuticals,81.0,63.55,70.68,52.0,0
MFG0382,2020,Electronics,53.1,62.41,83.5,81.81,33
MFG0133,2021,Heavy Machinery,66.81,75.64,64.05,58.51,0
MFG0227,2019,Automobile,67.78,65.84,74.59,75.39,0
MFG0189,2022,Electronics,74.84,71.26,72.19,75.87,0
MFG0476,2020,Pharmaceuticals,74.58,65.41,62.66,82.15,0
MFG0477,2019,Textile,76.4,78.57,72.99,70.23,0
MFG0265,2023,Automobile,70.36,69.35,73.24,65.04,0
MFG0372,2020,Pharmaceuticals,61.61,80.85,72.33,70.72,0
MFG0486,2020,Automobile,81.92,80.52,61.7,71.83,0
MFG0434,2022,Pharmaceuticals,52.6,67.21,70.74,82.86,33
MFG0134,2021,Heavy Machinery,80.59,80.0,74.51,58.2,0
MFG0211,2021,Textile,84.59,64.96,72.65,83.87,0
MFG0060,2020,Heavy Machinery,97.7,70.4,73.62,64.63,0
MFG0428,2019,Pharmaceuticals,63.7,60.98,63.38,79.75,0
MFG0377,2023,Electronics,65.84,73.34,73.58,63.43,0
MFG0395,2023,Heavy Machinery,72.59,70.71,75.32,78.36,0
MFG0450,2019,Electronics,71.77,72.63,61.34,81.97,0
MFG0431,2020,Pharmaceuticals,81.18,55.76,53.93,72.32,66
MFG0364,2023,Textile,77.75,50.1,78.08,74.78,33
MFG0364,2021,Electronics,68.13,57.81,61.3,78.31,33
MFG0457,2019,Pharmaceuticals,70.92,72.49,59.06,77.54,33
MFG0213,2022,Electronics,82.27,74.06,66.7,79.1,0
MFG0216,2020,Heavy Machinery,58.07,78.16,62.84,83.99,33
MFG0226,2019,Pharmaceuticals,69.43,64.36,49.59,58.82,33
MFG0470,2023,Heavy Machinery,78.1,69.88,72.13,58.59,0
MFG0131,2020,Automobile,60.27,61.69,71.93,88.83,0
MFG0076,2021,Pharmaceuticals,33.05,80.31,56.75,84.05,66
MFG0476,2020,Electronics,87.91,61.62,64.8,73.67,0
MFG0286,2020,Automobile,71.77,78.61,56.86,50.33,33
MFG0474,2021,Heavy Machinery,58.17,65.74,58.13,84.19,66
MFG0496,2021,Heavy Machinery,82.12,82.18,60.18,80.06,0
MFG0277,2020,Electronics,69.71,69.65,69.23,88.26,0
MFG0156,2021,Automobile,60.62,69.45,81.09,50.53,0
MFG0248,2019,Textile,76.07,61.21,61.69,51.14,0
MFG0218,2021,Electronics,72.57,87.5,71.71,70.7,0
MFG0190,2021,Heavy Machinery,65.25,76.92,71.38,84.24,0
MFG0417,2020,Pharmaceuticals,63.53,72.61,47.96,89.65,33
MFG0469,2019,Automobile,60.71,70.16,53.92,62.8,33
MFG0163,2022,Textile,80.09,62.05,81.37,51.45,0
MFG0180,2022,Pharmaceuticals,58.27,74.06,60.95,57.82,33
MFG0034,2023,Automobile,63.23,67.4,68.62,85.08,0
MFG0041,2021,Electronics,73.11,68.52,67.69,68.66,0
MFG0307,2021,Electronics,88.05,76.02,47.98,84.13,33
MFG0431,2019,Automobile,73.46,70.56,59.54,67.76,33
MFG0338,2022,Textile,78.47,68.16,70.81,52.14,0
MFG0314,2023,Automobile,73.12,80.92,57.5,74.7,33
MFG0075,2019,Pharmaceuticals,81.97,60.63,61.98,67.43,0
MFG0441,2021,Pharmaceuticals,93.31,53.11,55.37,69.65,66
MFG0279,2022,Electronics,67.19,60.84,58.28,87.96,33
MFG0176,2023,Automobile,72.15,69.37,60.79,68.28,0
MFG0384,2020,Electronics,73.91,74.25,50.13,81.86,33
MFG0150,2022,Textile,77.83,61.3,74.37,52.36,0
MFG0273,2023,Pharmaceuticals,73.46,101.19,53.89,69.16,33
MFG0325,2019,Heavy Machinery,66.02,69.64,63.62,73.47,0
MFG0108,2020,Heavy Machinery,71.92,69.37,59.04,54.53,33
MFG0139,2023,Automobile,98.75,56.39,73.61,62.09,33
MFG0350,2023,Automobile,75.45,55.01,55.14,79.58,66
MFG0271,2021,Heavy Machinery,50.98,51.95,58.74,57.36,99
MFG0347,2022,Automobile,67.66,80.34,54.3,55.14,33
MFG0419,2021,Pharmaceuticals,72.15,78.91,45.74,61.97,33
MFG0289,2020,Textile,70.45,67.99,69.07,84.36,0
MFG0212,2023,Textile,71.25,57.07,65.26,80.52,33
MFG0381,2021,Electronics,75.15,65.5,66.75,81.07,0
MFG0272,2022,Pharmaceuticals,77.59,80.79,71.48,62.9,0
MFG0418,2020,Automobile,74.85,63.46,65.86,53.96,0
MFG0066,2019,Automobile,82.46,59.88,61.45,51.28,33
MFG0483,2021,Electronics,55.55,64.57,67.08,73.45,33
MFG0424,2020,Electronics,69.22,65.36,60.95,78.09,0
MFG0248,2019,Automobile,76.78,74.64,73.9,65.12,0
MFG0156,2021,Automobile,74.82,48.13,62.1,71.15,33
MFG0047,2020,Pharmaceuticals,64.82,69.52,64.05,61.16,0
MFG0423,2020,Electronics,66.15,61.73,70.09,64.57,0
MFG0454,2021,Pharmaceuticals,62.74,63.18,83.69,79.19,0
MFG0201,2020,Automobile,82.74,74.79,56.82,78.73,33
MFG0148,2023,Heavy Machinery,51.63,56.28,55.25,51.12,99
MFG0124,2021,Heavy Machinery,57.9,69.62,63.04,87.77,33
MFG0001,2020,Automobile,76.61,72.33,59.01,60.76,33
MFG0456,2019,Electronics,77.97,73.22,70.6,86.3,0
MFG0247,2019,Heavy Machinery,54.57,74.36,66.58,70.48,33
MFG0343,2023,Electronics,78.89,73.15,56.04,69.97,33
MFG0128,2021,Heavy Machinery,73.99,74.47,71.0,68.02,0
MFG0191,2020,Electronics,77.67,60.07,79.78,86.9,0
MFG0067,2020,Heavy Machinery,72.8,80.29,58.61,58.32,33
MFG0004,2019,Electronics,76.68,57.34,67.6,74.47,33
MFG0442,2023,Pharmaceuticals,77.06,71.33,47.44,62.71,33
MFG0409,2019,Electronics,77.19,61.87,62.06,86.61,0
MFG0303,2019,Pharmaceuticals,74.68,52.54,67.48,56.77,33
MFG0294,2023,Pharmaceuticals,71.06,62.87,63.87,77.05,0
MFG0143,2021,Automobile,71.12,66.93,65.9,66.87,0
MFG0191,2020,Pharmaceuticals,74.53,80.48,58.78,76.45,33
MFG0021,2021,Textile,81.08,84.38,75.08,56.3,0
MFG0227,2022,Pharmaceuticals,93.61,66.83,61.71,65.75,0
MFG0313,2022,Electronics,77.81,55.5,55.16,54.29,66
MFG0117,2022,Pharmaceuticals,76.15,56.24,64.69,88.75,33
MFG0437,2023,Electronics,85.37,74.95,72.38,58.56,0
MFG0302,2019,Electronics,76.36,74.37,69.44,89.73,0
MFG0142,2021,Textile,60.34,62.53,60.86,66.74,0
MFG0484,2020,Pharmaceuticals,63.93,57.43,79.19,52.86,33
MFG0460,2022,Pharmaceuticals,92.12,76.93,64.4,50.7,0
MFG0401,2021,Heavy Machinery,64.15,56.95,51.3,73.96,66
MFG0039,2022,Heavy Machinery,78.27,64.0,69.76,74.59,0
MFG0393,2022,Automobile,61.12,72.26,63.9,70.99,0
MFG0355,2020,Electronics,86.13,49.99,64.41,52.66,33
MFG0252,2023,Textile,66.94,76.58,72.11,63.26,0
MFG0333,2019,Heavy Machinery,72.91,89.42,62.91,64.36,0
MFG0207,2023,Pharmaceuticals,69.49,69.02,62.68,78.19,0
MFG0210,2021,Automobile,77.55,67.69,54.97,66.75,33
MFG0115,2023,Textile,73.89,68.4,60.76,72.92,0
MFG0225,2021,Pharmaceuticals,82.01,70.02,66.96,61.45,0
MFG0134,2021,Pharmaceuticals,79.21,61.43,60.3,79.04,0
MFG0251,2019,Electronics,75.1,57.88,51.65,51.87,66
MFG0219,2020,Electronics,79.17,64.82,70.21,89.54,0
MFG0407,2019,Heavy Machinery,79.7,69.38,70.54,75.66,0
MFG0443,2023,Heavy Machinery,67.63,59.01,70.6,55.95,33
MFG0091,2021,Pharmaceuticals,66.79,55.88,57.6,78.7,66
MFG0354,2022,Pharmaceuticals,89.07,64.04,64.83,81.46,0
MFG0376,2022,Heavy Machinery,79.77,56.0,66.92,81.54,33
MFG0046,2021,Heavy Machinery,76.45,74.05,69.76,60.83,0
MFG0038,2019,Pharmaceuticals,63.18,37.03,69.94,88.35,33
MFG0142,2020,Textile,52.33,57.49,53.7,50.71,99
MFG0100,2019,Pharmaceuticals,68.78,80.72,78.78,65.19,0
MFG0328,2021,Textile,67.02,66.0,55.33,54.17,33
MFG0190,2021,Textile,68.59,69.66,51.95,65.39,33
MFG0035,2020,Pharmaceuticals,81.38,66.84,41.53,52.29,33
MFG0147,2023,Automobile,88.8,62.35,70.59,75.8,0
MFG0030,2023,Heavy Machinery,84.2,77.86,76.59,52.5,0
MFG0334,2020,Electronics,65.34,62.85,59.94,74.63,33
MFG0084,2023,Pharmaceuticals,77.92,60.54,50.86,59.36,33
MFG0369,2022,Textile,66.64,73.91,72.0,57.17,0
MFG0281,2023,Pharmaceuticals,51.75,50.62,54.62,63.88,99
MFG0424,2023,Heavy Machinery,71.16,65.43,69.95,75.64,0
MFG0344,2023,Textile,85.87,63.33,57.6,73.13,33
MFG0270,2022,Electronics,68.32,65.26,61.49,77.22,0
MFG0154,2023,Electronics,81.17,63.6,67.55,86.76,0
MFG0102,2022,Electronics,64.68,71.38,67.61,58.13,0
MFG0215,2020,Automobile,79.57,77.9,65.85,66.53,0
MFG0150,2019,Textile,69.32,72.13,76.76,60.63,0
MFG0432,2020,Textile,88.76,64.97,78.71,73.45,0
MFG0083,2019,Automobile,68.55,73.68,79.34,61.34,0
MFG0110,2020,Textile,66.03,74.74,63.59,72.32,0
MFG0435,2019,Automobile,88.19,71.25,65.85,82.93,0
MFG0387,2019,Pharmaceuticals,65.65,77.44,76.03,72.04,0
MFG0426,2021,Heavy Machinery,74.34,46.87,59.79,83.53,66
MFG0275,2019,Electronics,65.73,68.24,61.56,74.45,0
MFG0201,2019,Automobile,82.17,70.77,65.17,84.81,0
MFG0284,2021,Automobile,86.27,54.67,64.85,87.22,33
MFG0468,2023,Automobile,64.58,69.99,62.71,70.31,0
MFG0173,2023,Pharmaceuticals,78.01,76.23,57.52,81.63,33
MFG0327,2021,Automobile,79.03,65.99,71.83,68.75,0
MFG0206,2022,Heavy Machinery,73.39,73.91,61.9,78.21,0
MFG0063,2019,Heavy Machinery,88.78,77.2,66.25,51.5,0
MFG0073,2019,Electronics,88.7,80.08,64.94,88.68,0
MFG0251,2021,Pharmaceuticals,62.62,78.46,70.4,85.77,0
MFG0124,2021,Heavy Machinery,85.3,80.29,68.65,85.73,0
MFG0375,2022,Textile,77.57,63.5,62.96,61.25,0
MFG0121,2023,Textile,74.68,64.49,61.68,61.33,0
MFG0275,2020,Textile,69.45,45.74,64.11,66.1,33
MFG0431,2023,Automobile,55.69,58.41,56.12,85.21,99
MFG0398,2019,Automobile,75.11,78.97,58.57,84.35,33
MFG0120,2021,Textile,75.39,62.56,69.24,61.58,0
MFG0422,2022,Electronics,93.94,71.58,67.39,71.67,0
MFG0437,2023,Electronics,64.58,70.17,57.27,69.01,33
MFG0317,2022,Automobile,54.32,79.17,64.04,76.03,33
MFG0164,2023,Textile,59.03,49.82,52.5,58.56,99
MFG0424,2019,Electronics,89.5,71.17,66.08,53.4,0
MFG0465,2020,Automobile,67.07,71.03,62.31,51.09,0
MFG0286,2022,Textile,87.0,60.28,81.76,65.26,0
MFG0265,2022,Pharmaceuticals,72.07,76.64,69.7,87.86,0
MFG0320,2020,Textile,61.28,55.41,57.37,77.39,66
MFG0161,2022,Textile,94.01,77.58,57.26,79.97,33
MFG0376,2022,Heavy Machinery,86.5,48.6,70.1,87.81,33
MFG0308,2023,Heavy Machinery,70.03,59.86,72.03,66.88,33
MFG0089,2023,Pharmaceuticals,82.96,66.74,79.87,68.97,0
MFG0142,2020,Pharmaceuticals,73.35,69.96,74.25,64.38,0
MFG0203,2019,Textile,76.81,51.19,68.82,57.25,33
MFG0309,2022,Electronics,91.39,77.39,76.39,80.66,0
MFG0227,2019,Pharmaceuticals,55.28,74.78,65.6,86.27,33
MFG0489,2020,Textile,68.05,85.13,65.24,82.56,0
MFG0443,2020,Automobile,72.32,74.32,55.3,51.91,33
MFG0334,2023,Heavy Machinery,75.68,61.37,77.07,61.97,0
MFG0222,2022,Electronics,58.26,58.36,66.06,73.68,66
MFG0041,2021,Textile,82.09,64.21,64.21,63.09,0
MFG0196,2020,Automobile,59.31,87.63,58.65,56.0,66
MFG0068,2022,Heavy Machinery,58.25,68.43,74.8,71.53,33
MFG0476,2019,Automobile,69.24,68.81,72.89,70.86,0
MFG0264,2023,Textile,92.85,80.42,57.78,78.4,33
MFG0002,2019,Pharmaceuticals,99.96,57.52,69.08,89.99,33
MFG0361,2020,Heavy Machinery,77.37,72.85,71.37,75.93,0
MFG0125,2020,Automobile,69.38,72.65,55.03,62.68,33
MFG0110,2019,Pharmaceuticals,73.72,76.62,70.13,88.26,0
MFG0086,2020,Electronics,75.68,75.67,68.53,72.85,0
MFG0425,2022,Textile,88.13,67.47,69.99,75.83,0
MFG0120,2020,Textile,58.6,55.55,80.89,64.3,66
MFG0127,2023,Heavy Machinery,85.14,62.92,88.69,68.07,0
MFG0255,2022,Automobile,56.31,75.58,74.89,66.75,33
MFG0183,2021,Electronics,66.71,84.69,67.08,87.45,0
MFG0016,2020,Heavy Machinery,71.97,56.99,70.11,82.38,33
MFG0477,2020,Heavy Machinery,76.52,56.4,68.47,53.63,33
MFG0062,2023,Automobile,71.96,53.83,83.81,62.55,33
MFG0369,2023,Electronics,73.93,61.1,66.1,52.23,0
MFG0432,2019,Automobile,72.44,76.53,61.69,70.67,0
MFG0158,2019,Textile,55.27,79.85,69.39,61.18,33
MFG0268,2019,Pharmaceuticals,78.33,49.29,81.7,52.94,33
MFG0035,2023,Textile,80.92,57.15,57.25,80.88,66
MFG0267,2019,Textile,86.77,55.47,59.62,53.65,66
MFG0064,2019,Heavy Machinery,92.32,60.19,59.18,60.86,33
MFG0494,2021,Textile,76.52,66.0,55.42,80.87,33
MFG0050,2019,Electronics,87.53,64.42,57.39,70.46,33
MFG0469,2020,Textile,72.2,72.62,72.52,82.68,0
MFG0255,2023,Electronics,56.05,50.66,66.76,66.58,66
MFG0149,2022,Automobile,82.57,63.32,54.65,82.59,33
MFG0325,2021,Heavy Machinery,80.13,80.3,70.49,71.53,0
MFG0304,2023,Electronics,72.01,80.64,67.76,53.52,0
MFG0276,2023,Textile,71.31,82.98,72.61,68.86,0
MFG0357,2020,Heavy Machinery,77.26,71.54,60.17,72.14,0
MFG0451,2019,Heavy Machinery,68.29,62.1,55.18,74.48,33
MFG0172,2020,Electronics,76.86,69.57,70.44,87.12,0
MFG0417,2019,Electronics,61.86,90.75,71.6,57.34,0
MFG0201,2019,Pharmaceuticals,63.09,63.22,56.16,74.24,33
MFG0445,2023,Pharmaceuticals,57.47,84.5,66.9,80.08,33
MFG0393,2019,Heavy Machinery,96.68,46.07,60.07,85.6,33
MFG0324,2021,Pharmaceuticals,72.8,73.15,72.77,71.01,0
MFG0035,2021,Textile,85.29,73.83,70.3,58.56,0
MFG0465,2021,Automobile,59.94,71.36,74.75,82.71,33
MFG0482,2023,Heavy Machinery,70.0,71.95,58.27,86.2,33
MFG0216,2020,Automobile,78.07,72.71,59.48,54.25,33
MFG0480,2022,Pharmaceuticals,88.18,73.13,62.04,59.19,0
MFG0065,2019,Electronics,65.37,65.02,60.76,84.86,0
MFG0008,2022,Heavy Machinery,67.57,65.56,67.95,69.38,0
MFG0301,2020,Pharmaceuticals,63.29,55.75,56.38,56.76,66
MFG0343,2020,Textile,70.67,74.59,77.17,75.81,0
MFG0431,2023,Heavy Machinery,60.78,79.72,78.95,68.33,0
MFG0424,2021,Heavy Machinery,56.2,83.7,73.88,88.72,33
MFG0332,2021,Electronics,74.85,60.61,69.0,58.91,0
MFG0438,2020,Heavy Machinery,79.38,52.48,64.01,64.49,33
MFG0076,2023,Electronics,59.47,71.39,66.51,56.65,33
MFG0174,2023,Pharmaceuticals,64.58,57.6,58.95,51.99,66
MFG0047,2019,Textile,70.9,73.15,66.26,60.96,0
MFG0015,2021,Textile,90.77,48.15,67.68,82.79,33
MFG0361,2020,Heavy Machinery,40.84,77.78,58.4,60.69,66
MFG0147,2022,Heavy Machinery,76.89,69.38,77.97,77.85,0
MFG0026,2021,Pharmaceuticals,79.47,50.71,64.33,71.04,33
MFG0308,2019,Electronics,64.17,70.74,56.77,70.79,33
MFG0093,2023,Textile,68.16,68.85,63.36,81.26,0
MFG0406,2020,Electronics,75.66,72.71,60.18,74.71,0
MFG0232,2021,Pharmaceuticals,71.67,75.22,58.28,56.39,33
MFG0021,2022,Textile,90.69,46.25,77.57,58.83,33
MFG0307,2019,Textile,73.13,63.76,65.08,71.75,0
MFG0038,2019,Automobile,81.47,67.2,73.24,83.81,0
MFG0276,2021,Pharmaceuticals,76.95,65.34,68.29,56.09,0
MFG0157,2022,Pharmaceuticals,79.64,64.84,68.81,54.28,0
MFG0179,2019,Automobile,63.45,77.49,64.89,70.7,0
MFG0132,2020,Electronics,74.21,52.42,61.54,57.55,33
MFG0311,2019,Automobile,71.28,65.38,75.4,89.77,0
MFG0455,2022,Pharmaceuticals,64.12,66.09,70.23,50.17,0
MFG0348,2023,Electronics,82.18,67.02,63.55,67.95,0
MFG0028,2023,Textile,49.83,59.2,72.96,56.5,66
MFG0260,2021,Automobile,86.82,87.28,77.08,77.24,0
MFG0406,2022,Electronics,47.59,76.81,67.93,75.21,33
MFG0076,2019,Electronics,70.31,87.9,77.41,82.28,0
MFG0429,2019,Electronics,82.35,73.76,61.18,72.54,0
MFG0067,2023,Automobile,58.93,74.86,57.8,57.57,66
MFG0342,2023,Textile,76.66,67.96,62.26,52.13,0
MFG0492,2020,Electronics,75.47,82.07,65.33,78.89,0
MFG0194,2023,Automobile,75.59,73.09,77.44,67.6,0
MFG0472,2020,Pharmaceuticals,68.16,66.28,61.95,58.89,0
MFG0162,2019,Automobile,66.88,84.62,68.07,60.07,0
MFG0347,2020,Automobile,54.73,56.27,73.81,55.96,66
MFG0439,2020,Automobile,70.86,61.41,68.74,61.34,0
MFG0361,2021,Electronics,82.09,93.3,61.05,81.68,0
MFG0257,2023,Automobile,66.98,74.04,54.77,74.83,33
MFG0072,2020,Pharmaceuticals,67.53,44.3,74.75,89.5,33
MFG0087,2019,Electronics,89.49,77.17,56.58,70.97,33
MFG0422,2022,Pharmaceuticals,70.2,58.79,61.97,70.86,33
MFG0262,2020,Heavy Machinery,75.87,62.83,65.27,57.66,0
MFG0214,2023,Automobile,77.89,90.96,75.11,73.46,0
MFG0153,2021,Electronics,70.19,82.9,72.98,74.33,0
MFG0210,2019,Electronics,79.49,85.98,66.19,58.26,0
MFG0401,2021,Automobile,82.88,62.53,74.7,53.52,0
MFG0061,2022,Textile,81.94,65.38,76.46,64.75,0
MFG0268,2020,Textile,83.17,69.97,61.19,56.88,0
MFG0262,2020,Pharmaceuticals,49.09,75.82,61.85,70.13,33
MFG0218,2023,Automobile,59.11,64.92,70.99,71.04,33
MFG0283,2020,Automobile,66.34,84.91,78.58,74.33,0
MFG0136,2019,Heavy Machinery,63.24,72.42,59.44,74.11,33
MFG0467,2022,Textile,64.08,81.42,50.26,77.0,33
MFG0380,2021,Textile,81.79,60.98,70.2,59.22,0
MFG0362,2022,Automobile,73.18,64.23,75.91,79.23,0
MFG0449,2020,Pharmaceuticals,70.49,70.21,66.04,70.99,0
MFG0441,2021,Automobile,69.52,63.87,86.07,67.49,0
MFG0093,2023,Pharmaceuticals,67.6,77.43,58.3,75.92,33
MFG0109,2022,Textile,69.34,77.61,59.06,70.05,33
MFG0241,2021,Heavy Machinery,87.26,65.85,58.95,71.03,33
MFG0355,2021,Electronics,52.59,73.92,65.7,50.93,33
MFG0424,2021,Textile,86.02,86.38,65.88,82.08,0
MFG0142,2019,Pharmaceuticals,97.23,77.4,58.84,66.97,33
MFG0291,2022,Automobile,85.94,73.87,73.99,70.72,0
MFG0432,2021,Textile,61.11,79.66,67.14,65.6,0
MFG0237,2022,Heavy Machinery,66.65,83.13,56.72,72.06,33
MFG0340,2021,Pharmaceuticals,83.37,81.66,69.91,52.16,0
MFG0312,2023,Automobile,69.26,67.35,61.64,65.36,0
MFG0177,2023,Electronics,66.43,76.12,65.81,76.75,0
MFG0141,2023,Pharmaceuticals,70.89,65.32,72.1,87.54,0
MFG0189,2020,Automobile,59.66,67.51,72.99,83.97,33
MFG0486,2021,Electronics,70.57,72.31,72.33,88.51,0
MFG0049,2020,Automobile,58.73,54.96,65.4,81.26,66
MFG0302,2022,Electronics,79.95,71.32,57.2,75.3,33
MFG0369,2020,Electronics,62.71,61.78,62.45,66.93,0
MFG0190,2022,Electronics,72.57,57.33,65.19,54.93,33
MFG0136,2022,Automobile,67.11,75.15,77.37,60.03,0
MFG0043,2022,Electronics,76.2,65.65,60.79,60.85,0
MFG0404,2020,Pharmaceuticals,81.05,69.98,66.61,67.12,0
MFG0380,2021,Heavy Machinery,75.15,65.87,55.14,74.39,33
MFG0353,2020,Heavy Machinery,64.3,62.45,67.72,74.75,0
MFG0090,2021,Electronics,65.81,69.06,64.64,68.22,0
MFG0295,2021,Heavy Machinery,97.96,55.74,63.97,60.99,33
MFG0341,2022,Heavy Machinery,82.43,67.13,71.77,52.26,0
MFG0245,2020,Electronics,69.82,85.83,59.51,89.55,33
MFG0433,2021,Electronics,65.68,57.2,76.21,87.58,33
MFG0192,2023,Pharmaceuticals,56.17,80.84,58.92,57.32,66
MFG0318,2021,Textile,84.41,86.78,75.93,74.22,0
MFG0106,2023,Automobile,64.18,60.93,52.23,61.83,33
MFG0363,2020,Electronics,83.59,70.95,67.45,57.78,0
MFG0310,2020,Electronics,81.1,56.3,69.88,77.38,33
MFG0382,2020,Heavy Machinery,86.88,54.96,62.12,81.45,33
MFG0233,2021,Pharmaceuticals,80.35,69.5,67.22,66.26,0
MFG0265,2019,Heavy Machinery,69.69,71.68,62.09,52.36,0
MFG0344,2021,Electronics,72.17,62.9,68.58,66.06,0
MFG0037,2021,Electronics,72.27,57.82,67.0,71.29,33
MFG0305,2022,Heavy Machinery,69.04,60.94,82.74,85.73,0
MFG0041,2022,Electronics,54.14,76.02,53.97,76.27,66
MFG0017,2021,Textile,48.29,76.08,66.61,78.42,33
MFG0344,2023,Automobile,80.35,73.78,61.63,58.11,0
MFG0277,2022,Automobile,70.01,64.53,66.0,78.81,0
MFG0307,2021,Automobile,82.56,58.32,63.91,70.07,33
MFG0059,2019,Textile,67.83,79.81,62.21,82.82,0
MFG0423,2023,Electronics,71.99,82.77,60.82,58.65,0
MFG0183,2020,Heavy Machinery,82.22,63.28,70.72,70.59,0
MFG0041,2021,Pharmaceuticals,89.11,66.57,62.01,58.38,0
MFG0039,2021,Electronics,68.52,54.8,64.83,61.44,33
MFG0397,2023,Textile,61.0,72.81,66.49,83.29,0
MFG0192,2022,Textile,85.34,86.68,59.2,77.51,33
MFG0267,2022,Automobile,68.84,76.49,69.87,79.14,0
MFG0494,2022,Electronics,66.66,87.91,57.33,52.74,33
MFG0147,2020,Automobile,67.6,64.49,68.95,79.15,0
MFG0395,2023,Pharmaceuticals,64.1,56.23,68.22,69.66,33
MFG0333,2023,Automobile,80.51,81.54,63.94,68.37,0
MFG0127,2022,Pharmaceuticals,57.28,69.55,56.24,66.51,66
MFG0046,2022,Textile,73.12,59.96,65.05,84.07,33
MFG0045,2019,Automobile,74.75,84.85,56.74,57.1,33
MFG0001,2019,Automobile,65.42,62.55,64.1,82.56,0
MFG0168,2021,Heavy Machinery,89.46,57.92,71.31,87.13,33
MFG0108,2021,Textile,81.88,73.41,64.88,56.73,0
MFG0019,2023,Heavy Machinery,67.0,56.28,75.03,89.98,33
MFG0332,2023,Pharmaceuticals,70.83,77.2,67.36,89.62,0
MFG0072,2020,Pharmaceuticals,81.84,57.63,71.19,74.85,33
MFG0456,2020,Textile,72.88,70.26,70.73,60.74,0
MFG0445,2019,Pharmaceuticals,87.42,70.85,76.26,67.19,0
MFG0109,2021,Textile,78.23,70.38,54.56,56.82,33
MFG0268,2019,Pharmaceuticals,74.78,56.41,60.82,54.81,33
MFG0445,2019,Electronics,74.69,66.25,65.22,78.16,0
MFG0240,2021,Automobile,106.64,80.36,71.41,73.19,0
