Firm_ID,Year,Overall_Compliance,final_esg_risk_score,alert_level
MFG0064,2022,Non-Compliant,33,Warning
MFG0325,2023,Non-Compliant,33,Warning
MFG0392,2019,Non-Compliant,33,Warning
MFG0418,2019,Non-Compliant,33,Warning
MFG0176,2022,Compliant,0,Low
MFG0116,2019,Compliant,0,Low
MFG0440,2023,Compliant,0,Low
MFG0204,2023,Non-Compliant,33,Warning
MFG0486,2023,Non-Compliant,33,Warning
MFG0321,2020,Compliant,0,Low
MFG0031,2023,Non-Compliant,33,Warning
MFG0388,2023,Compliant,0,Low
MFG0113,2020,Non-Compliant,66,Critical
MFG0365,2021,Compliant,0,Low
MFG0434,2019,Non-Compliant,33,Warning
MFG0325,2023,Non-Compliant,66,Critical
MFG0414,2019,Non-Compliant,33,Warning
MFG0376,2022,Compliant,0,Low
MFG0344,2019,Non-Compliant,33,Warning
MFG0443,2020,Compliant,0,Low
MFG0067,2019,Compliant,0,Low
MFG0075,2019,Compliant,0,Low
MFG0045,2019,Compliant,0,Low
MFG0260,2021,Compliant,0,Low
MFG0154,2021,Non-Compliant,33,Warning
MFG0155,2022,Non-Compliant,33,Warning
MFG0430,2020,Compliant,0,Low
MFG0363,2019,Non-Compliant,33,Warning
MFG0448,2019,Compliant,0,Low
MFG0475,2019,Compliant,0,Low
MFG0234,2019,Non-Compliant,33,Warning
MFG0051,2021,Non-Compliant,33,Warning
MFG0306,2022,Compliant,0,Low
MFG0262,2023,Non-Compliant,66,Critical
MFG0315,2020,Non-Compliant,33,Warning
MFG0125,2019,Non-Compliant,33,Warning
MFG0399,2022,Non-Compliant,33,Warning
MFG0245,2023,Compliant,0,Low
MFG0030,2022,Non-Compliant,33,Warning
MFG0426,2021,Non-Compliant,33,Warning
MFG0485,2023,Compliant,0,Low
MFG0122,2022,Compliant,0,Low
MFG0125,2021,Compliant,0,Low
MFG0037,2022,Non-Compliant,66,Critical
MFG0170,2022,Non-Compliant,66,Critical
MFG0124,2023,Non-Compliant,33,Warning
MFG0357,2021,Compliant,0,Low
MFG0035,2019,Non-Compliant,33,Warning
MFG0087,2020,Non-Compliant,33,Warning
MFG0134,2023,Compliant,0,Low
MFG0196,2021,Compliant,0,Low
MFG0274,2022,Compliant,0,Low
MFG0201,2021,Compliant,0,Low
MFG0369,2020,Non-Compliant,33,Warning
MFG0285,2020,Non-Compliant,33,Warning
MFG0077,2019,Non-Compliant,33,Warning
MFG0059,2019,Non-Compliant,99,Critical
MFG0431,2020,Non-Compliant,33,Warning
MFG0126,2023,Non-Compliant,33,Warning
MFG0401,2023,Non-Compliant,33,Warning
MFG0109,2022,Non-Compliant,33,Warning
MFG0224,2019,Compliant,0,Low
MFG0496,2022,Non-Compliant,33,Warning
MFG0278,2019,Non-Compliant,33,Warning
MFG0068,2020,Compliant,0,Low
MFG0069,2023,Non-Compliant,33,Warning
MFG0165,2023,Non-Compliant,33,Warning
MFG0489,2020,Non-Compliant,33,Warning
MFG0305,2022,Compliant,0,Low
MFG0397,2022,Compliant,0,Low
MFG0162,2021,Non-Compliant,33,Warning
MFG0365,2019,Non-Compliant,33,Warning
MFG0342,2022,Non-Compliant,33,Warning
MFG0309,2020,Compliant,0,Low
MFG0379,2022,Non-Compliant,33,Warning
MFG0343,2023,Compliant,0,Low
MFG0435,2019,Compliant,0,Low
MFG0387,2021,Compliant,0,Low
MFG0042,2019,Non-Compliant,33,Warning
MFG0354,2023,Compliant,0,Low
MFG0416,2023,Compliant,0,Low
MFG0109,2023,Compliant,0,Low
MFG0051,2023,Non-Compliant,33,Warning
MFG0250,2020,Compliant,0,Low
MFG0497,2021,Non-Compliant,33,Warning
MFG0341,2023,Non-Compliant,33,Warning
MFG0430,2023,Compliant,0,Low
MFG0383,2022,Compliant,0,Low
MFG0492,2021,Non-Compliant,33,Warning
MFG0021,2019,Compliant,0,Low
MFG0300,2021,Compliant,0,Low
MFG0139,2021,Non-Compliant,33,Warning
MFG0359,2021,Compliant,0,Low
MFG0324,2023,Non-Compliant,33,Warning
MFG0499,2023,Non-Compliant,33,Warning
MFG0385,2020,Non-Compliant,33,Warning
MFG0092,2019,Non-Compliant,66,Critical
MFG0447,2022,Non-Compliant,33,Warning
MFG0280,2021,Compliant,0,Low
MFG0125,2019,Non-Compliant,33,Warning
MFG0483,2019,Non-Compliant,33,Warning
MFG0397,2020,Compliant,0,Low
MFG0111,2022,Non-Compliant,33,Warning
MFG0354,2021,Compliant,0,Low
MFG0139,2022,Non-Compliant,33,Warning
MFG0484,2020,Compliant,0,Low
MFG0435,2023,Compliant,0,Low
MFG0273,2019,Non-Compliant,66,Critical
MFG0099,2021,Non-Compliant,66,Critical
MFG0252,2023,Non-Compliant,66,Critical
MFG0338,2020,Non-Compliant,66,Critical
MFG0104,2022,Non-Compliant,33,Warning
MFG0214,2019,Compliant,0,Low
MFG0249,2021,Compliant,0,Low
MFG0152,2023,Non-Compliant,33,Warning
MFG0250,2023,Compliant,0,Low
MFG0275,2019,Compliant,0,Low
MFG0165,2022,Non-Compliant,66,Critical
MFG0487,2020,Non-Compliant,66,Critical
MFG0341,2022,Compliant,0,Low
MFG0008,2022,Non-Compliant,33,Warning
MFG0284,2022,Compliant,0,Low
MFG0005,2019,Non-Compliant,33,Warning
MFG0145,2019,Non-Compliant,33,Warning
MFG0101,2020,Non-Compliant,33,Warning
MFG0164,2022,Non-Compliant,33,Warning
MFG0374,2019,Compliant,0,Low
MFG0147,2020,Compliant,0,Low
MFG0064,2020,Non-Compliant,33,Warning
MFG0091,2022,Compliant,0,Low
MFG0117,2021,Non-Compliant,33,Warning
MFG0354,2022,Non-Compliant,66,Critical
MFG0267,2021,Compliant,0,Low
MFG0310,2020,Compliant,0,Low
MFG0173,2019,Compliant,0,Low
MFG0047,2023,Compliant,0,Low
MFG0140,2020,Non-Compliant,66,Critical
MFG0246,2019,Compliant,0,Low
MFG0149,2020,Compliant,0,Low
MFG0246,2022,Compliant,0,Low
MFG0395,2021,Compliant,0,Low
MFG0487,2020,Non-Compliant,33,Warning
MFG0476,2019,Non-Compliant,33,Warning
MFG0005,2022,Non-Compliant,33,Warning
MFG0465,2023,Non-Compliant,33,Warning
MFG0184,2022,Non-Compliant,66,Critical
MFG0020,2021,Non-Compliant,33,Warning
MFG0425,2022,Compliant,0,Low
MFG0046,2023,Compliant,0,Low
MFG0012,2019,Non-Compliant,33,Warning
MFG0070,2020,Non-Compliant,33,Warning
MFG0017,2021,Non-Compliant,33,Warning
MFG0371,2023,Non-Compliant,33,Warning
MFG0147,2021,Compliant,0,Low
MFG0154,2022,Compliant,0,Low
MFG0304,2021,Non-Compliant,33,Warning
MFG0108,2023,Non-Compliant,33,Warning
MFG0236,2020,Compliant,0,Low
MFG0308,2020,Non-Compliant,33,Warning
MFG0352,2021,Non-Compliant,66,Critical
MFG0070,2019,Non-Compliant,33,Warning
MFG0183,2021,Non-Compliant,99,Critical
MFG0250,2022,Non-Compliant,33,Warning
MFG0228,2020,Non-Compliant,33,Warning
MFG0102,2020,Non-Compliant,33,Warning
MFG0075,2020,Compliant,0,Low
MFG0417,2019,Compliant,0,Low
MFG0446,2019,Non-Compliant,33,Warning
MFG0216,2023,Compliant,0,Low
MFG0407,2021,Non-Compliant,66,Critical
MFG0399,2021,Compliant,0,Low
MFG0411,2022,Compliant,0,Low
MFG0203,2020,Non-Compliant,33,Warning
MFG0192,2019,Compliant,0,Low
MFG0249,2022,Non-Compliant,33,Warning
MFG0499,2022,Non-Compliant,33,Warning
MFG0242,2019,Non-Compliant,33,Warning
MFG0465,2021,Non-Compliant,99,Critical
MFG0179,2020,Compliant,0,Low
MFG0437,2021,Non-Compliant,33,Warning
MFG0462,2022,Compliant,0,Low
MFG0219,2020,Non-Compliant,33,Warning
MFG0082,2023,Compliant,0,Low
MFG0092,2022,Non-Compliant,33,Warning
MFG0435,2021,Compliant,0,Low
MFG0175,2021,Compliant,0,Low
MFG0239,2021,Non-Compliant,66,Critical
MFG0260,2019,Compliant,0,Low
MFG0391,2022,Non-Compliant,66,Critical
MFG0365,2020,Compliant,0,Low
MFG0163,2021,Compliant,0,Low
MFG0048,2021,Non-Compliant,66,Critical
MFG0329,2019,Compliant,0,Low
MFG0328,2020,Compliant,0,Low
MFG0116,2022,Compliant,0,Low
MFG0429,2023,Non-Compliant,66,Critical
MFG0337,2019,Compliant,0,Low
MFG0337,2022,Compliant,0,Low
MFG0369,2023,Compliant,0,Low
MFG0225,2021,Non-Compliant,66,Critical
MFG0352,2021,Non-Compliant,33,Warning
MFG0328,2020,Non-Compliant,33,Warning
MFG0147,2023,Non-Compliant,33,Warning
MFG0063,2021,Compliant,0,Low
MFG0294,2021,Compliant,0,Low
MFG0323,2020,Non-Compliant,33,Warning
MFG0443,2022,Non-Compliant,33,Warning
MFG0325,2021,Non-Compliant,33,Warning
MFG0013,2019,Compliant,0,Low
MFG0431,2019,Compliant,0,Low
MFG0494,2022,Compliant,0,Low
MFG0189,2023,Compliant,0,Low
MFG0287,2020,Compliant,0,Low
MFG0208,2019,Compliant,0,Low
MFG0114,2019,Non-Compliant,33,Warning
MFG0480,2022,Compliant,0,Low
MFG0022,2023,Compliant,0,Low
MFG0349,2023,Non-Compliant,33,Warning
MFG0214,2022,Compliant,0,Low
MFG0171,2019,Compliant,0,Low
MFG0323,2020,Non-Compliant,33,Warning
MFG0054,2019,Non-Compliant,66,Critical
MFG0394,2023,Non-Compliant,66,Critical
MFG0298,2019,Non-Compliant,33,Warning
MFG0320,2020,Compliant,0,Low
MFG0126,2021,Compliant,0,Low
MFG0277,2019,Compliant,0,Low
MFG0464,2022,Non-Compliant,33,Warning
MFG0204,2021,Non-Compliant,66,Critical
MFG0194,2022,Compliant,0,Low
MFG0169,2022,Non-Compliant,33,Warning
MFG0152,2022,Compliant,0,Low
MFG0035,2019,Non-Compliant,33,Warning
MFG0184,2023,Non-Compliant,66,Critical
MFG0286,2021,Non-Compliant,33,Warning
MFG0057,2020,Compliant,0,Low
MFG0222,2023,Non-Compliant,66,Critical
MFG0303,2019,Non-Compliant,33,Warning
MFG0163,2022,Compliant,0,Low
MFG0019,2020,Compliant,0,Low
MFG0370,2021,Non-Compliant,33,Warning
MFG0264,2023,Compliant,0,Low
MFG0282,2023,Compliant,0,Low
MFG0113,2020,Non-Compliant,66,Critical
MFG0488,2019,Compliant,0,Low
MFG0327,2021,Compliant,0,Low
MFG0030,2020,Compliant,0,Low
MFG0135,2022,Compliant,0,Low
MFG0067,2021,Compliant,0,Low
MFG0065,2023,Non-Compliant,33,Warning
MFG0292,2020,Compliant,0,Low
MFG0025,2023,Compliant,0,Low
MFG0037,2023,Compliant,0,Low
MFG0001,2023,Compliant,0,Low
MFG0399,2019,Non-Compliant,33,Warning
MFG0037,2023,Non-Compliant,33,Warning
MFG0141,2022,Compliant,0,Low
MFG0232,2022,Compliant,0,Low
MFG0136,2021,Compliant,0,Low
MFG0389,2023,Non-Compliant,33,Warning
MFG0188,2023,Compliant,0,Low
MFG0128,2020,Compliant,0,Low
MFG0201,2019,Compliant,0,Low
MFG0127,2021,Compliant,0,Low
MFG0257,2023,Compliant,0,Low
MFG0164,2020,Non-Compliant,33,Warning
MFG0035,2019,Compliant,0,Low
MFG0194,2021,Non-Compliant,33,Warning
MFG0191,2021,Non-Compliant,33,Warning
MFG0104,2023,Non-Compliant,33,Warning
MFG0023,2021,Compliant,0,Low
MFG0265,2020,Non-Compliant,33,Warning
MFG0290,2021,Non-Compliant,33,Warning
MFG0430,2022,Non-Compliant,33,Warning
MFG0462,2020,Compliant,0,Low
MFG0384,2019,Non-Compliant,33,Warning
MFG0260,2019,Non-Compliant,33,Warning
MFG0414,2023,Non-Compliant,33,Warning
MFG0479,2023,Compliant,0,Low
MFG0358,2022,Compliant,0,Low
MFG0075,2019,Non-Compliant,33,Warning
MFG0355,2019,Compliant,0,Low
MFG0072,2019,Compliant,0,Low
MFG0259,2019,Non-Compliant,33,Warning
MFG0398,2021,Non-Compliant,33,Warning
MFG0188,2020,Compliant,0,Low
MFG0461,2020,Compliant,0,Low
MFG0173,2022,Compliant,0,Low
MFG0480,2021,Compliant,0,Low
MFG0290,2019,Non-Compliant,33,Warning
MFG0045,2019,Compliant,0,Low
MFG0061,2023,Non-Compliant,33,Warning
MFG0083,2023,Non-Compliant,33,Warning
MFG0123,2022,Non-Compliant,33,Warning
MFG0358,2019,Non-Compliant,33,Warning
MFG0016,2022,Non-Compliant,33,Warning
MFG0066,2021,Non-Compliant,66,Critical
MFG0424,2020,Non-Compliant,33,Warning
MFG0145,2019,Non-Compliant,66,Critical
MFG0375,2021,Compliant,0,Low
MFG0162,2019,Compliant,0,Low
MFG0234,2023,Compliant,0,Low
MFG0380,2022,Non-Compliant,99,Critical
MFG0144,2023,Non-Compliant,33,Warning
MFG0358,2020,Compliant,0,Low
MFG0188,2023,Compliant,0,Low
MFG0322,2019,Compliant,0,Low
MFG0450,2023,Non-Compliant,33,Warning
MFG0474,2019,Compliant,0,Low
MFG0013,2020,Compliant,0,Low
MFG0184,2023,Compliant,0,Low
MFG0111,2022,Compliant,0,Low
MFG0415,2022,Non-Compliant,33,Warning
MFG0290,2022,Compliant,0,Low
MFG0295,2023,Compliant,0,Low
MFG0451,2023,Compliant,0,Low
MFG0392,2023,Compliant,0,Low
MFG0215,2019,Compliant,0,Low
MFG0462,2020,Compliant,0,Low
MFG0120,2022,Non-Compliant,33,Warning
MFG0382,2019,Compliant,0,Low
MFG0055,2022,Non-Compliant,33,Warning
MFG0027,2019,Compliant,0,Low
MFG0118,2023,Non-Compliant,33,Warning
MFG0221,2022,Non-Compliant,33,Warning
MFG0231,2023,Non-Compliant,33,Warning
MFG0053,2022,Non-Compliant,33,Warning
MFG0295,2021,Non-Compliant,33,Warning
MFG0321,2019,Non-Compliant,33,Warning
MFG0401,2021,Compliant,0,Low
MFG0233,2019,Compliant,0,Low
MFG0158,2020,Compliant,0,Low
MFG0437,2022,Compliant,0,Low
MFG0269,2020,Non-Compliant,33,Warning
